"url","title","framework","path","github_url"
"http://jsfiddle.net/cscie3/h537gd1c/","Practice Set - Conditionals & Blocks within Braces","No-Library (pure JS)","practice-sets/conditionals-blocks-within-braces-h537gd1c","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/conditionals-blocks-within-braces-h537gd1c/"
"http://jsfiddle.net/cscie3/o1yqjfdd/","Practice Set, Week 8, DOM Traversal","No-Library (pure JS)","practice-sets/dom-traversal-o1yqjfdd","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/dom-traversal-o1yqjfdd/"
"http://jsfiddle.net/cscie3/vop7ty6v/","Practice Set, Week 4, Drawing Lines on the Canvas","jQuery 1.11.0","practice-sets/drawing-lines-on-the-canvas-vop7ty6v","https://jsfiddle.net/gh/get/jquery/1.11.0/arthurian/e3-jsfiddles/tree/master/practice-sets/drawing-lines-on-the-canvas-vop7ty6v/"
"http://jsfiddle.net/cscie3/tkjspp82/","Practice Set, Week 4, Drawing on the Canvas","jQuery 1.11.0","practice-sets/drawing-on-the-canvas-tkjspp82","https://jsfiddle.net/gh/get/jquery/1.11.0/arthurian/e3-jsfiddles/tree/master/practice-sets/drawing-on-the-canvas-tkjspp82/"
"http://jsfiddle.net/cscie3/La55bkcf/","Practice Set, Week 9, Event Handling and Bubbling","No-Library (pure JS)","practice-sets/event-handling-and-bubbling-la55bkcf","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/event-handling-and-bubbling-la55bkcf/"
"http://jsfiddle.net/cscie3/gu0tmwva/","Practice Set - Functions as Arguments","No-Library (pure JS)","practice-sets/functions-as-arguments-gu0tmwva","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/functions-as-arguments-gu0tmwva/"
"https://jsfiddle.net/cscie3/31f5LzLb/","Practice Set - Functions as Chunks of Reusable Code ","No-Library (pure JS)","practice-sets/functions-as-chunks-of-reusable-code-31f5lzlb","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/functions-as-chunks-of-reusable-code-31f5lzlb/"
"http://jsfiddle.net/cscie3/xmz80qht/","Practice Set - Functions & Input Validation","No-Library (pure JS)","practice-sets/functions-input-validation-xmz80qht","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/functions-input-validation-xmz80qht/"
"http://jsfiddle.net/cscie3/ywgtg2mp/","Practice Set: Functions to Reduce Repetitive Code ","No-Library (pure JS)","practice-sets/functions-to-reduce-repetitive-code-ywgtg2mp","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/functions-to-reduce-repetitive-code-ywgtg2mp/"
"http://jsfiddle.net/cscie3/wd7h8rmo/","HTML5 Video Practice Set: Make the Buttons Work","jQuery 1.11.0","practice-sets/html5-video-make-the-buttons-work-wd7h8rmo","https://jsfiddle.net/gh/get/jquery/1.11.0/arthurian/e3-jsfiddles/tree/master/practice-sets/html5-video-make-the-buttons-work-wd7h8rmo/"
"http://jsfiddle.net/cscie3/4nfLkr8b/","Practice Set, Week 10, Iterate over a form's fields","No-Library (pure JS)","practice-sets/iterate-over-a-forms-fields-4nflkr8b","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/iterate-over-a-forms-fields-4nflkr8b/"
"http://jsfiddle.net/cscie3/0gah6r1t/","JWPlayer Video Practice Set: Make the Buttons Work","jQuery 1.11.0","practice-sets/jwplayer-video-make-the-buttons-work-0gah6r1t","https://jsfiddle.net/gh/get/jquery/1.11.0/arthurian/e3-jsfiddles/tree/master/practice-sets/jwplayer-video-make-the-buttons-work-0gah6r1t/"
"http://jsfiddle.net/cscie3/9ffnp3h8/","JWPlayer Video Practice Set: Make the Buttons Work","jQuery 1.11.0","practice-sets/jwplayer-video-make-the-buttons-work-9ffnp3h8","https://jsfiddle.net/gh/get/jquery/1.11.0/arthurian/e3-jsfiddles/tree/master/practice-sets/jwplayer-video-make-the-buttons-work-9ffnp3h8/"
"http://jsfiddle.net/cscie3/ds97a9ew/","Practice Set, Week 9, Keyboard Events","No-Library (pure JS)","practice-sets/keyboard-events-ds97a9ew","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/keyboard-events-ds97a9ew/"
"http://jsfiddle.net/cscie3/0d6ntt0e/","Practice Set, Week 9, Keyboard Events, Using 'key' property","No-Library (pure JS)","practice-sets/keyboard-events-using-key-property-0d6ntt0e","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/keyboard-events-using-key-property-0d6ntt0e/"
"http://jsfiddle.net/cscie3/em6rvcvf/","Practice Set - localStorage","No-Library (pure JS)","practice-sets/localstorage-em6rvcvf","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/localstorage-em6rvcvf/"
"http://jsfiddle.net/cscie3/vods9v84/","Meaning of this: functions in the global scope","No-Library (pure JS)","practice-sets/meaning-of-this-functions-in-the-global-scope-vods9v84","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/meaning-of-this-functions-in-the-global-scope-vods9v84/"
"http://jsfiddle.net/cscie3/u1maw3rt/","Practice Set, Week 8, Modifying the DOM, Problem 1","No-Library (pure JS)","practice-sets/modifying-the-dom-problem-1-u1maw3rt","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/modifying-the-dom-problem-1-u1maw3rt/"
"http://jsfiddle.net/cscie3/dceetxLj/","Practice Set, Week 8, Modifying the DOM, Problem 2","No-Library (pure JS)","practice-sets/modifying-the-dom-problem-2-dceetxlj","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/modifying-the-dom-problem-2-dceetxlj/"
"http://jsfiddle.net/cscie3/7wufp5yn/","Practice Set - Object Literals and Iterating Over an Bbject","No-Library (pure JS)","practice-sets/object-literals-and-iterating-over-an-bbject-7wufp5yn","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/object-literals-and-iterating-over-an-bbject-7wufp5yn/"
"https://jsfiddle.net/cscie3/fbd7015r/","Practice Set:  Parameter Validation","No-Library (pure JS)","practice-sets/parameter-validation-fbd7015r","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/parameter-validation-fbd7015r/"
"http://jsfiddle.net/cscie3/wdkk8rf1/","Practice Set Week 11, PS #2","jQuery 1.11.0","practice-sets/ps-2-wdkk8rf1","https://jsfiddle.net/gh/get/jquery/1.11.0/arthurian/e3-jsfiddles/tree/master/practice-sets/ps-2-wdkk8rf1/"
"http://jsfiddle.net/cscie3/o19wx0yx/","Practice Set, Week 10, Simple AJAX","No-Library (pure JS)","practice-sets/simple-ajax-o19wx0yx","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/simple-ajax-o19wx0yx/"
"http://jsfiddle.net/cscie3/9L6a3ghf/","Practice Set, Week 10, Simple Regex Patterns","No-Library (pure JS)","practice-sets/simple-regex-patterns-9l6a3ghf","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/simple-regex-patterns-9l6a3ghf/"
"http://jsfiddle.net/cscie3/g1a2htaw/","Practice Set, Week 9, Traditional vs DOM Level 3 Events","No-Library (pure JS)","practice-sets/traditional-vs-dom-level-3-events-g1a2htaw","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/traditional-vs-dom-level-3-events-g1a2htaw/"
"http://jsfiddle.net/cscie3/hotq3fh5/","Practice Set - Variable Type conversions: Automatic vs Explicit Conversions","No-Library (pure JS)","practice-sets/variable-type-conversions-automatic-vs-explicit-conversions-hotq3fh5","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/variable-type-conversions-automatic-vs-explicit-conversions-hotq3fh5/"
"https://jsfiddle.net/cscie3/m5970wdu/","Practice Set 1 - VueJS","Vue 2.2.1","practice-sets/vuejs-1-m5970wdu","https://jsfiddle.net/gh/get/vue/2.2.1/arthurian/e3-jsfiddles/tree/master/practice-sets/vuejs-1-m5970wdu/"
"https://jsfiddle.net/cscie3/x02ndysz/","Practice Set 2 - VueJS","Vue 2.2.1","practice-sets/vuejs-2-x02ndysz","https://jsfiddle.net/gh/get/vue/2.2.1/arthurian/e3-jsfiddles/tree/master/practice-sets/vuejs-2-x02ndysz/"
"http://jsfiddle.net/cscie3/to1Lw736/","Practice Set, Week 12, Well-behaved plugins","jQuery 1.11.0","practice-sets/well-behaved-plugins-to1lw736","https://jsfiddle.net/gh/get/jquery/1.11.0/arthurian/e3-jsfiddles/tree/master/practice-sets/well-behaved-plugins-to1lw736/"
